federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,tag_version,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,7/3/18,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,F,"Deficient, Provider has date of correction",8/7/18,2,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,7/3/18,Fire Safety,K,Smoke Deficiencies,374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,F,"Deficient, Provider has date of correction",8/7/18,2,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,7/3/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",8/7/18,2,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,Egress Deficiencies,211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,Egress Deficiencies,223,New,Provide exit doors that are held open by devices that will automatically close on the activation of a fire alarm or smoke detector.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,Egress Deficiencies,300,New,Meet other general requirements that are deficient.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,Smoke Deficiencies,341,New,Install a fire alarm system that can be heard throughout the facility.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,Electrical Deficiencies,901,New,Ensure that building systems meet requirements determined by risk assessment procedures performed by qualified personnel.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",915,New,Have proper power supply for life support equipment.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,4/12/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",921,New,Ensure that testing and maintenance of electrical equipment is performed.,F,"Deficient, Provider has date of correction",5/16/17,3,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,F,"Deficient, Provider has no plan of correction",,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,E,"Deficient, Provider has date of correction",6/17/22,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",E,"Deficient, Provider has date of correction",6/17/22,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",6/17/22,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",6/17/22,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,F,"Deficient, Provider has no plan of correction",,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",F,"Deficient, Provider has no plan of correction",,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",914,New,"Ensure receptacles at patient bed locations and where general anesthesia is administered, are tested after initial installation, replacement or servicing.",E,"Deficient, Provider has date of correction",6/17/22,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,5/2/22,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,E,"Deficient, Provider has date of correction",6/17/22,1,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,10/3/17,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",B,"Deficient, Provider has date of correction",11/21/17,3,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,10/3/17,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,E,"Deficient, Provider has date of correction",11/21/17,3,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,10/3/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",911,New,Meet requirements for the installation and maintenance of electrical systems.,E,"Deficient, Provider has date of correction",11/21/17,3,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,10/3/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",914,New,"Ensure receptacles at patient bed locations and where general anesthesia is administered, are tested after initial installation, replacement or servicing.",D,"Deficient, Provider has date of correction",11/21/17,3,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,10/3/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,E,"Deficient, Provider has date of correction",11/21/17,3,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495144,PETERSBURG HEALTHCARE CENTER,287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805,10/3/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",11/21/17,3,Y,N,N,"287  EAST SOUTH BOULEVARD,PETERSBURG,VA,23805",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,12/13/21,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,D,"Deficient, Provider has date of correction",12/21/21,1,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,3/25/19,Fire Safety,K,Smoke Deficiencies,325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,D,"Deficient, Provider has date of correction",4/17/19,2,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,3/25/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",4/17/19,2,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,3/25/19,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",4/17/19,2,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,3/25/19,Fire Safety,K,Miscellaneous Deficiencies,741,New,"Have posted ""No-smoking"" signs in areas where smoking is not permitted or ashtrays provided where smoking was allowed.",D,"Deficient, Provider has date of correction",4/17/19,2,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,3/25/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,D,"Deficient, Provider has date of correction",4/17/19,2,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Egress Deficiencies,211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Smoke Deficiencies,325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Miscellaneous Deficiencies,711,New,Provide a written emergency evacuation plan.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Miscellaneous Deficiencies,741,New,"Have posted ""No-smoking"" signs in areas where smoking is not permitted or ashtrays provided where smoking was allowed.",D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,Electrical Deficiencies,901,New,Ensure that building systems meet requirements determined by risk assessment procedures performed by qualified personnel.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,E,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",921,New,Ensure that testing and maintenance of electrical equipment is performed.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495146,CHOICE HEALTHCARE AT HARRISONBURG,94 SOUTH AVENUE,HARRISONBURG,VA,22801,4/17/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,D,"Deficient, Provider has date of correction",5/18/18,3,Y,N,N,"94 SOUTH AVENUE,HARRISONBURG,VA,22801",7/1/22
495147,CHOICE HEALTHCARE AT WAYNESBORO,1221 ROSSER AVE,WAYNESBORO,VA,22980,6/4/19,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",7/16/19,2,Y,N,N,"1221 ROSSER AVE,WAYNESBORO,VA,22980",7/1/22
495147,CHOICE HEALTHCARE AT WAYNESBORO,1221 ROSSER AVE,WAYNESBORO,VA,22980,6/4/19,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,F,"Deficient, Provider has date of correction",7/16/19,2,Y,N,N,"1221 ROSSER AVE,WAYNESBORO,VA,22980",7/1/22
495147,CHOICE HEALTHCARE AT WAYNESBORO,1221 ROSSER AVE,WAYNESBORO,VA,22980,6/4/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",7/16/19,2,Y,N,N,"1221 ROSSER AVE,WAYNESBORO,VA,22980",7/1/22
495147,CHOICE HEALTHCARE AT WAYNESBORO,1221 ROSSER AVE,WAYNESBORO,VA,22980,3/28/18,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",4/26/18,3,Y,N,N,"1221 ROSSER AVE,WAYNESBORO,VA,22980",7/1/22
495147,CHOICE HEALTHCARE AT WAYNESBORO,1221 ROSSER AVE,WAYNESBORO,VA,22980,3/28/18,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,F,"Deficient, Provider has date of correction",4/26/18,3,Y,N,N,"1221 ROSSER AVE,WAYNESBORO,VA,22980",7/1/22
495147,CHOICE HEALTHCARE AT WAYNESBORO,1221 ROSSER AVE,WAYNESBORO,VA,22980,3/28/18,Fire Safety,K,Miscellaneous Deficiencies,741,New,"Have posted ""No-smoking"" signs in areas where smoking is not permitted or ashtrays provided where smoking was allowed.",F,"Deficient, Provider has date of correction",4/26/18,3,Y,N,N,"1221 ROSSER AVE,WAYNESBORO,VA,22980",7/1/22
495147,CHOICE HEALTHCARE AT WAYNESBORO,1221 ROSSER AVE,WAYNESBORO,VA,22980,3/28/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,"Deficient, Provider has date of correction",4/26/18,3,Y,N,N,"1221 ROSSER AVE,WAYNESBORO,VA,22980",7/1/22
495149,PORTSMOUTH HEALTH AND REHAB,900 LONDON BOULEVARD,PORTSMOUTH,VA,23704,6/2/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",915,New,Have proper power supply for life support equipment.,E,"Deficient, Provider has date of correction",6/10/21,1,Y,N,N,"900 LONDON BOULEVARD,PORTSMOUTH,VA,23704",7/1/22
495149,PORTSMOUTH HEALTH AND REHAB,900 LONDON BOULEVARD,PORTSMOUTH,VA,23704,6/2/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",916,New,Have a battery powered remote alarm panel in a location accessible by operating personnel.,E,"Deficient, Provider has date of correction",6/10/21,1,Y,N,N,"900 LONDON BOULEVARD,PORTSMOUTH,VA,23704",7/1/22
495149,PORTSMOUTH HEALTH AND REHAB,900 LONDON BOULEVARD,PORTSMOUTH,VA,23704,2/13/19,Fire Safety,K,Construction Deficiencies,100,New,Meet other general requirements.,D,"Deficient, Provider has date of correction",4/2/19,2,Y,N,N,"900 LONDON BOULEVARD,PORTSMOUTH,VA,23704",7/1/22
495149,PORTSMOUTH HEALTH AND REHAB,900 LONDON BOULEVARD,PORTSMOUTH,VA,23704,2/13/19,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,D,"Deficient, Provider has date of correction",4/2/19,2,Y,N,N,"900 LONDON BOULEVARD,PORTSMOUTH,VA,23704",7/1/22
495149,PORTSMOUTH HEALTH AND REHAB,900 LONDON BOULEVARD,PORTSMOUTH,VA,23704,2/13/19,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,E,"Deficient, Provider has date of correction",4/2/19,2,Y,N,N,"900 LONDON BOULEVARD,PORTSMOUTH,VA,23704",7/1/22
495149,PORTSMOUTH HEALTH AND REHAB,900 LONDON BOULEVARD,PORTSMOUTH,VA,23704,2/13/19,Fire Safety,K,Smoke Deficiencies,374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,D,"Deficient, Provider has date of correction",4/2/19,2,Y,N,N,"900 LONDON BOULEVARD,PORTSMOUTH,VA,23704",7/1/22
495149,PORTSMOUTH HEALTH AND REHAB,900 LONDON BOULEVARD,PORTSMOUTH,VA,23704,2/13/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",4/2/19,2,Y,N,N,"900 LONDON BOULEVARD,PORTSMOUTH,VA,23704",7/1/22
