FPN,AVE_DailyResidents,AVE_DailyNursingStaff,lat,long,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_5932,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date
495277,128,54,37.4714481,-75.8606577,NASSAWADOX REHABILITATION AND NURSING,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,7574425600,650,Northampton,For profit - Corporation,145,Medicare and Medicaid,N,Legal Business Name Not Available,05/01/93,N,NA,N,Y,N,Resident,Yes,2,NA,3,NA,4,NA,4,NA,4,NA,1,NA,1,NA,NA,NA,1.66932,0.60832,0.31272,0.92103,2.59036,2.42315,0.26654,0.03512,NA,6,NA,6,NA,6,1.94186,0.77318,0.41304,3.12809,1.75618,0.57779,0.28494,2.61151,08/08/19,17,17,3,92,1,0,92,11/09/17,6,6,0,24,1,0,24,09/01/16,4,4,0,20,1,0,20,57.333,0,4,0,2,2275,0,2,"9468 HOSPITAL ROAD,NASSAWADOX,VA,23413",05/01/22
495279,167,67,38.4593099,-78.0157036,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,5408252884,230,Culpeper,For profit - Limited Liability company,180,Medicare and Medicaid,N,CULPEPER CARE CENTER LLC,05/01/93,N,NA,N,N,Y,Resident,Yes,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,3,NA,NA,NA,2.7605,1.41478,0.76821,2.18299,4.9435,4.1125,0.38026,0.18288,63.1,NA,61.1,NA,0,NA,1.92825,0.76816,0.39732,3.09373,2.92462,1.35257,0.72769,5.03922,05/19/21,8,8,0,28,1,0,28,11/05/19,15,14,5,80,1,0,80,09/20/18,16,15,1,76,1,0,76,53.333,0,7,1,1,13273,0,1,"602 MADISON ROAD,CULPEPER,VA,22701",05/01/22
495280,44,28,38.6868005,-77.2768442,WESTMINSTER AT LAKE RIDGE,12185 CLIPPER DRIVE,LAKE RIDGE,VA,22192,7036439017,750,Prince William,Non profit - Corporation,60,Medicare and Medicaid,N,"WESTMINSTER PRESBYTERIAN RETIREMENT COMMUNITY, INC.",07/09/93,Y,NA,N,Y,N,Resident,Yes,3,NA,2,NA,4,NA,5,NA,4,NA,4,NA,4,NA,NA,NA,2.22075,1.18203,0.5949,1.77693,3.99768,3.37403,0.36238,0.0699,42.9,NA,57.1,NA,1,NA,2.05974,0.632,0.25393,2.94567,2.20258,1.37353,0.88173,4.27992,05/16/19,17,17,0,88,1,0,88,02/08/18,15,9,5,147,1,0,147,02/01/17,3,3,0,16,1,0,16,95.667,0,3,1,4,6500,0,4,"12185 CLIPPER DRIVE,LAKE RIDGE,VA,22192",05/01/22
495282,79,32,38.0204564,-78.004465,LOUISA HEALTH & REHABILITATION CENTER,210 ELM STREET,LOUISA,VA,23093,5409672250,540,Louisa,For profit - Partnership,90,Medicare and Medicaid,N,LOUISA CARE CENTER LLC,10/01/93,N,NA,N,N,Y,Resident,Yes,4,NA,4,NA,4,NA,3,NA,4,NA,3,NA,4,NA,NA,NA,1.22288,0.1374,0.99466,1.13207,2.35495,1.89016,0.83334,0.14989,76.4,NA,83.3,NA,2,NA,1.96765,0.79766,0.4144,3.17971,1.26964,0.1265,0.90337,2.33564,04/22/21,7,7,0,36,1,0,36,10/04/18,3,3,0,4,1,0,4,08/17/17,18,5,13,112,1,0,112,38,0,7,0,1,99905,1,2,"210 ELM STREET,LOUISA,VA,23093",05/01/22
495283,97,40,37.5879723,-77.4690518,PROMEDICA SKILLED NURSING AND REHAB (IMPERIAL),1719 BELLEVUE AVENUE,RICHMOND,VA,23227,8042627364,430,Henrico,Non profit - Corporation,128,Medicare and Medicaid,N,MANOR CARE-IMPERIAL OF RICHMOND VA LLC,10/01/93,N,NA,N,N,N,None,Yes,1,NA,1,NA,2,NA,2,NA,3,NA,1,12,1,12,NA,NA,1.54023,0.85722,0.31968,1.1769,2.71712,2.3122,0.09746,0.09879,68.4,NA,86.7,NA,0,NA,1.93359,0.69648,0.31367,2.94373,1.62729,0.90387,0.38357,2.91087,04/23/21,33,22,11,236,1,0,236,07/18/19,23,21,3,112,1,0,112,06/05/18,39,25,14,236,1,0,236,194.667,0,17,9,2,73222.5,1,3,"1719 BELLEVUE AVENUE,RICHMOND,VA,23227",05/01/22
495286,146,58,37.0342424,-76.4554953,JAMES RIVER NURSING AND REHABILITATION CENTER,540 ABERTHAW AVENUE,NEWPORT NEWS,VA,23601,7575952273,622,Newport News City,For profit - Corporation,154,Medicare and Medicaid,N,"VIRGINIA HEALTH SERVICES, INC",01/01/94,N,NA,N,Y,N,Resident,Yes,4,NA,4,NA,4,NA,5,NA,2,NA,2,NA,2,NA,NA,NA,2.17018,1.04387,0.38932,1.43319,3.60336,3.22997,0.18333,0.01359,45.8,NA,64.3,NA,2,NA,2.22883,0.81011,0.3805,3.41945,1.98913,0.94629,0.38509,3.32326,04/18/19,10,10,0,52,1,0,52,09/14/17,5,1,3,16,1,0,16,09/22/16,4,3,1,16,1,0,16,34,0,6,4,4,14625,0,4,"540 ABERTHAW AVENUE,NEWPORT NEWS,VA,23601",05/01/22
495287,68,34,37.0524205,-76.396148,"HAMPTON HEALTH & REHAB CENTER, LLC",2230 EXECUTIVE DRIVE         REVISED,HAMPTON,VA,23666,7572242230,411,Hampton City,For profit - Corporation,86,Medicare and Medicaid,N,HAMPTON HEALTH & REHAB CENTER LLC,01/01/94,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,2,NA,2,NA,1,12,1,12,NA,NA,1.84634,0.97374,0.36784,1.34158,3.18792,2.78925,0.22248,0.09662,90.9,NA,100,NA,3,NA,2.15827,0.74003,0.32415,3.22245,1.74763,0.96632,0.42708,3.11984,03/18/21,26,20,6,144,3,101,245,03/28/19,12,11,0,68,1,0,68,05/25/17,7,7,0,28,1,0,28,149.833,0,2,1,1,11498.5,0,1,"2230 EXECUTIVE DRIVE         REVISED,HAMPTON,VA,23666",05/01/22
495288,42,23,38.8381786,-77.1140883,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,7038455000,11,Alexandria City,For profit - Corporation,68,Medicare and Medicaid,N,WATERMARK WASHINGTON HOUSE LLC,01/12/94,Y,NA,N,Y,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,5,NA,3,NA,3,NA,NA,NA,1.96266,1.58296,0.80181,2.38478,4.34744,3.87483,0.696,0.26473,48.6,NA,75,NA,1,NA,2.15639,0.76386,0.44125,3.3615,1.85936,1.52187,0.6839,4.0786,03/12/20,20,12,8,88,1,0,88,06/14/18,12,12,0,76,3,53,129,04/14/17,11,8,3,64,1,0,64,97.667,0,9,0,13,41687.41,0,13,"5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311",05/01/22
495291,93,51,37.6120438,-77.6339239,BETH SHOLOM HOME OF VIRGINIA,1600 JOHN ROLFE PARKWAY,RICHMOND,VA,23233,8047502183,430,Henrico,Non profit - Corporation,101,Medicare and Medicaid,N,BETH SHOLOM HOME OF VIRGINIA,01/01/95,N,NA,N,N,N,Resident,Yes,1,NA,2,NA,4,NA,4,NA,5,NA,1,NA,1,NA,NA,NA,1.51056,1.02363,0.33221,1.35584,2.8664,2.56061,0.20946,0.08816,68.9,NA,81,NA,1,NA,2.04205,0.77317,0.40128,3.2165,1.51119,0.97227,0.31159,2.81038,07/22/21,15,12,4,80,1,0,80,03/14/19,22,22,0,112,1,0,112,01/19/18,8,7,1,60,2,30,90,92.333,0,6,0,1,60333,0,1,"1600 JOHN ROLFE PARKWAY,RICHMOND,VA,23233",05/01/22
495293,167,61,37.2699619,-79.8855074,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,5409826691,800,Roanoke,For profit - Corporation,180,Medicare and Medicaid,N,BERKSHIRE OPERATIONS LLC,01/01/95,N,NA,N,Y,Y,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,2,NA,2,NA,NA,NA,1.7779,0.91289,0.44677,1.35966,3.13756,2.5647,0.1541,0.06648,58.7,NA,64.7,NA,2,NA,1.99763,0.775,0.42526,3.19789,1.81818,0.86504,0.3954,3.09414,01/22/20,11,11,0,44,1,0,44,11/29/18,15,14,1,88,1,0,88,08/31/17,4,4,0,20,1,0,20,54.667,0,1,0,0,0,0,0,"705 CLEARVIEW DRIVE,VINTON,VA,24179",05/01/22
495294,91,42,37.0692789,-80.7594602,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,5409803111,770,Pulaski,For profit - Corporation,90,Medicare and Medicaid,N,PULASKI OPERATIONS LLC,01/01/95,N,NA,N,N,Y,Resident,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,3,NA,3,NA,NA,NA,1.91324,1.04343,0.5681,1.61154,3.52478,2.95881,0.22189,0.07597,57.1,NA,66.7,NA,0,NA,2.02175,0.74938,0.33754,3.10866,1.93325,1.02256,0.63345,3.57577,11/19/21,7,7,0,32,1,0,32,01/03/19,3,3,0,8,1,0,8,09/14/17,14,6,8,72,1,0,72,30.667,0,6,0,0,0,0,0,"2401 LEE HIGHWAY,PULASKI,VA,24301",05/01/22
495295,166,70,36.5959819,-79.4096362,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,4347913800,241,Danville City,For profit - Corporation,180,Medicare and Medicaid,N,RIVERSIDE SNF LLC,01/01/95,N,NA,N,N,Y,Both,Yes,3,NA,3,NA,4,NA,5,NA,4,NA,2,NA,2,NA,NA,NA,1.87595,0.98659,0.35304,1.33963,3.21558,2.7763,0.1067,0.05521,55,NA,50,NA,0,NA,2.01031,0.71556,0.33499,3.06086,1.90636,1.01253,0.39664,3.31305,03/11/21,5,4,0,20,1,0,20,02/21/19,15,13,0,122,1,0,122,11/09/17,12,12,0,48,1,0,48,58.667,0,0,4,2,76566.75,0,2,"2344 RIVERSIDE DRIVE,DANVILLE,VA,24540",05/01/22
495296,81,34,36.7082535,-77.0556368,COURTLAND REHABILITATION AND HEALTHCARE CENTER,23020 MAIN STREET,COURTLAND,VA,23837,7576530908,870,Southampton,For profit - Corporation,90,Medicare and Medicaid,N,Legal Business Name Not Available,01/01/95,N,NA,N,Y,N,Resident,Yes,1,NA,2,NA,2,NA,2,NA,3,NA,1,12,1,12,NA,NA,1.17488,0.65609,0.20383,0.85992,2.03479,1.63377,0.08804,0.15208,NA,6,NA,6,NA,6,1.98966,0.77184,0.39465,3.15615,1.20631,0.62425,0.19439,2.03317,03/13/20,16,7,11,112,1,0,112,11/08/18,11,9,0,64,1,0,64,05/11/17,11,8,3,88,1,0,88,92,0,17,2,2,16331.25,0,2,"23020 MAIN STREET,COURTLAND,VA,23837",05/01/22
495297,111,42,38.0474669,-77.3559961,BOWLING GREEN HEALTH & REHABILITATION CENTER,120 ANDERSON AVENUE,BOWLING GREEN,VA,22427,8046334839,160,Caroline,For profit - Corporation,120,Medicare and Medicaid,N,BOWLING GREEN SNF LLC,01/01/95,N,NA,N,Y,Y,Resident,Yes,2,NA,2,NA,4,NA,3,NA,5,NA,3,NA,3,NA,NA,NA,2.1036,0.94897,0.53963,1.4886,3.5922,3.01192,0.16657,0.15752,52.7,NA,66.7,NA,1,NA,1.92953,0.76659,0.38096,3.07707,2.22719,0.9091,0.53312,3.68158,02/13/20,26,24,2,152,1,0,152,11/16/18,12,12,0,60,1,0,60,09/13/17,8,8,0,40,1,0,40,102.667,0,4,1,0,0,0,0,"120 ANDERSON AVENUE,BOWLING GREEN,VA,22427",05/01/22
495299,164,59,37.6740201,-77.5215645,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,8046728725,430,Henrico,For profit - Corporation,180,Medicare and Medicaid,N,GL VIRGINIA ELIZABETH HOUSE LLC,03/01/95,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,3,NA,4,NA,2,NA,2,NA,NA,NA,1.46453,0.90455,0.39922,1.30377,2.7683,2.3669,0.20589,0.00789,68.2,NA,82.4,NA,3,NA,2.01098,0.7852,0.4252,3.22138,1.48777,0.84601,0.35337,2.71009,03/18/21,16,13,3,88,1,0,88,06/14/19,23,23,2,112,1,0,112,04/27/18,36,29,7,196,1,0,196,114,0,23,3,5,6500,0,5,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",05/01/22
495300,106,41,38.2761793,-77.1944349,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,5407754000,490,King George,For profit - Limited Liability company,130,Medicare and Medicaid,N,"KING GEORGE LIFE CARE, LLC",06/01/95,N,NA,N,Y,N,Resident,Yes,2,NA,2,NA,4,NA,4,NA,4,NA,2,NA,2,NA,NA,NA,1.77694,0.74169,0.44484,1.18653,2.96346,2.51236,0.27394,0.05921,54.8,NA,41.7,NA,2,NA,1.95269,0.76059,0.39238,3.10566,1.85902,0.71614,0.42668,3.00925,04/05/19,27,27,0,120,1,0,120,12/07/17,13,10,3,56,1,0,56,12/02/16,13,13,0,56,1,0,56,88,0,1,0,0,0,0,0,"10051 FOXES WAY,KING GEORGE,VA,22485",05/01/22
495301,56,23,38.9485516,-78.2117876,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,5406363700,930,Warren,For profit - Limited Liability company,60,Medicare and Medicaid,N,FRONT ROYAL LIFE CARE CORP,06/01/95,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,1.85872,0.89981,0.41609,1.3159,3.17461,2.51783,0.24393,0.06821,25.6,NA,71.4,NA,0,NA,2.06399,0.77206,0.40664,3.24269,1.83972,0.85589,0.38511,3.08743,05/26/21,1,1,0,4,1,0,4,08/14/19,2,2,0,8,1,0,8,08/23/18,12,12,0,56,1,0,56,14,0,0,0,1,655.08,0,1,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",05/01/22
495302,77,23,37.4082834,-79.1758397,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,4348463200,551,Lynchburg City,For profit - Limited Liability company,90,Medicare and Medicaid,N,"FOREST HEALTH & REHAB CENTER, LLC",07/01/95,N,NA,N,N,Y,Resident,Yes,3,NA,3,NA,3,NA,4,NA,2,NA,3,NA,4,NA,NA,NA,1.55673,0.31742,0.96717,1.28459,2.84132,2.49697,0.72992,0.01,NA,6,NA,6,1,NA,1.91349,0.75499,0.3853,3.05379,1.662,0.30875,0.94473,2.93422,02/25/21,9,9,1,40,1,0,40,04/11/19,15,15,0,88,1,0,88,05/31/18,10,7,3,56,1,0,56,58.667,0,4,0,2,14534,0,2,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",05/01/22
495303,53,24,37.5645032,-76.7995705,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,7578434323,500,King William,For profit - Limited Liability company,60,Medicare and Medicaid,N,WEST POINT SNF OPERATIONS LLC,09/01/95,N,NA,N,N,N,Resident,Yes,2,NA,3,NA,3,NA,2,NA,4,NA,1,12,1,12,NA,NA,1.62149,1.0833,0.33088,1.41418,3.03567,2.81735,0.14773,0.04124,NA,6,NA,6,1,NA,2.23298,0.73882,0.36754,3.33934,1.48345,1.0768,0.33882,2.86685,07/29/21,15,15,5,84,1,0,84,11/01/18,8,7,1,32,1,0,32,10/19/17,12,11,1,52,1,0,52,61.333,0,12,1,2,12148.5,0,2,"2960 CHELSEA ROAD,WEST POINT,VA,23181",05/01/22
495305,142,57,37.0492778,-76.3963741,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,7578278953,411,Hampton City,For profit - Corporation,180,Medicare and Medicaid,N,"VIRGINIA HEALTH SERVICES, INC",03/01/96,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,4,NA,2,NA,2,NA,2,NA,NA,NA,1.83159,0.97954,0.32591,1.30545,3.13704,2.67196,0.12906,0.01437,38.9,NA,46.7,NA,1,NA,2.14073,0.70553,0.32028,3.16654,1.74788,1.0196,0.38298,3.12426,10/28/21,12,11,2,68,1,0,68,12/06/18,12,9,2,72,1,0,72,05/18/17,14,14,0,68,1,0,68,69.333,0,1,3,1,3250,0,1,"305 MARCELLA ROAD,HAMPTON,VA,23666",05/01/22
495306,154,67,36.63747,-80.2600535,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,2766947161,700,Patrick,For profit - Corporation,190,Medicare and Medicaid,N,BLUE RIDGE SNF OPERATIONS LLC,01/01/96,N,NA,N,Y,N,Both,Yes,4,NA,4,NA,4,NA,4,NA,4,NA,2,NA,2,NA,NA,NA,1.66714,0.87509,0.43499,1.31008,2.97722,2.35829,0.14699,0.03213,53.3,NA,63.2,NA,2,NA,2.06019,0.76775,0.40756,3.23549,1.65314,0.83706,0.4017,2.9019,12/18/19,4,3,0,16,1,0,16,10/11/18,14,13,0,60,1,0,60,07/12/17,6,6,0,28,1,0,28,32.667,0,4,2,3,2925,0,3,"105 LANDMARK DRIVE,STUART,VA,24171",05/01/22
495308,109,49,37.0122814,-76.3639546,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,7577229881,411,Hampton City,For profit - Corporation,130,Medicare and Medicaid,N,HAMPTON SNF OPERATIONS LLC,03/06/96,N,NA,N,N,N,None,Yes,3,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2,NA,NA,NA,1.95353,1.26499,0.47749,1.74248,3.69601,3.18125,0.1284,0,NA,6,NA,6,2,NA,2.13519,0.7723,0.38638,3.29387,1.86908,1.20289,0.46511,3.53866,09/02/21,13,13,0,64,1,0,64,03/22/19,12,12,0,44,1,0,44,08/04/17,3,3,0,32,1,0,32,52,0,0,0,1,655.08,0,1,"414 ALGONQUIN RD,HAMPTON,VA,23661",05/01/22
495309,53,22,36.8900417,-76.2551987,NORVIEW HEIGHTS REHABILITATION AND NURSING,827 NORVIEW AVENUE,NORFOLK,VA,23509,7578536281,641,Norfolk City,For profit - Corporation,60,Medicare and Medicaid,N,Legal Business Name Not Available,05/01/96,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,2,NA,3,NA,1,NA,2,NA,2,NA,NA,NA,1.24161,0.43464,0.53731,0.97195,2.21356,1.97356,0.38742,0.03198,NA,6,NA,6,NA,6,1.97863,0.77299,0.42561,3.17722,1.28194,0.41293,0.47514,2.19713,10/28/21,20,11,14,104,1,0,104,08/22/19,22,18,3,120,1,0,120,05/17/18,12,12,0,88,1,0,88,106.667,0,21,5,3,25400,1,4,"827 NORVIEW AVENUE,NORFOLK,VA,23509",05/01/22
495311,71,17,37.6550859,-77.6362602,OUR LADY OF HOPE HEALTH CENTER,13700 NORTH GAYTON ROAD,RICHMOND,VA,23233,8043601960,430,Henrico,Non profit - Corporation,75,Medicare and Medicaid,N,"OUR LADY OF HOPE HEALTH CENTER, INC",08/01/96,Y,NA,N,N,N,Both,Yes,3,NA,3,NA,4,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,1.76436,1.15737,0.39301,1.55038,3.31474,3.1108,0.1598,0,NA,6,NA,6,NA,6,2.06169,0.65757,0.30619,3.02545,1.74828,1.29257,0.48308,3.45519,12/09/21,4,4,0,16,1,0,16,02/27/20,15,15,0,92,1,0,92,12/20/18,11,11,0,80,2,40,120,58.667,0,0,0,2,1625,0,2,"13700 NORTH GAYTON ROAD,RICHMOND,VA,23233",05/01/22
495312,49,32,39.0471187,-77.3763733,JOHNSON CNTR/FALCONS LANDING,20535 EARHART PLACE,POTOMAC FALLS,VA,20165,7034045201,530,Loudoun,Non profit - Corporation,60,Medicare,N,AIR FORCE RETIRED OFFICERS COMMUNITY-WASHINGTON D.C.,12/30/96,Y,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,NA,NA,3.03281,1.52168,1.07346,2.59514,5.62795,3.48404,0.53133,0.38757,47.7,NA,62.5,NA,2,NA,2.19931,0.63886,0.27572,3.11388,2.81711,1.74921,1.46532,5.6998,03/19/21,1,1,0,8,1,0,8,07/12/18,2,2,0,4,1,0,4,05/11/17,3,3,0,12,1,0,12,7.333,0,0,0,10,21140.23,0,10,"20535 EARHART PLACE,POTOMAC FALLS,VA,20165",05/01/22
495315,78,26,38.8702541,-78.5145697,CONSULATE HEALTH CARE OF WOODSTOCK,803 SOUTH MAIN ST,WOODSTOCK,VA,22664,5404595676,850,Shenandoah,For profit - Corporation,88,Medicare and Medicaid,N,"WOODSTOCK FACILITY OPERATIONS, LLC",02/17/97,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,2,NA,2,NA,1,12,1,12,NA,NA,0.92761,0.58367,0.41708,1.00075,1.92837,1.54211,0.15958,0.06468,90.8,NA,90.9,NA,3,NA,1.92743,0.69532,0.35521,2.97797,0.98318,0.61645,0.44192,2.04212,10/26/21,28,28,2,228,2,114,342,09/26/19,30,13,19,152,1,0,152,08/23/18,13,12,1,72,1,0,72,233.667,0,19,7,3,47420.75,0,3,"803 SOUTH MAIN ST,WOODSTOCK,VA,22664",05/01/22
495316,117,59,38.9299903,-78.1981275,WARREN MEMORIAL HOSP LYNN CARE CENTER,1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,5406360300,930,Warren,Non profit - Corporation,120,Medicare and Medicaid,Y,Legal Business Name Not Available,03/01/97,N,NA,N,N,N,Resident,Yes,2,NA,3,NA,3,NA,2,NA,4,NA,1,12,1,12,NA,NA,1.11579,0.69036,0.34474,1.0351,2.15089,1.84638,0.08868,0.08425,NA,6,NA,6,NA,6,2.07146,0.8082,0.40536,3.28502,1.1004,0.62731,0.32008,2.06487,08/31/21,9,9,0,52,2,26,78,05/23/19,5,4,0,24,1,0,24,04/06/18,11,11,0,56,1,0,56,56.333,0,0,1,1,9080.5,0,1,"1000 SHENANDOAH AVENUE,FRONT ROYAL,VA,22630",05/01/22
495317,57,22,37.5431529,-78.4655434,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,4349832050,140,Buckingham,For profit - Corporation,60,Medicare and Medicaid,N,"DILLWYN LIFE CARE, LLC",12/04/96,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,1.71359,0.70914,0.3764,1.08553,2.79912,2.27208,0.20915,0.00363,38.8,NA,0,NA,0,NA,2.06075,0.77826,0.41143,3.25043,1.69874,0.66916,0.34432,2.71576,03/31/21,9,9,0,40,1,0,40,06/27/19,12,11,0,68,1,0,68,05/11/18,6,5,1,24,1,0,24,46.667,0,1,1,1,3250,0,1,"119 BRICKYARD DRIVE,DILLWYN,VA,23936",05/01/22
495318,77,31,36.6981992,-78.9198516,BERRY HILL NURSING HOME,621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592,4345728901,410,Halifax,For profit - Individual,120,Medicare and Medicaid,N,"BERRY HILL NURSING CENTER, INC.",03/27/97,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2,NA,NA,NA,1.38672,0.78687,0.45643,1.2433,2.63003,2.21067,0.26153,0.03336,57.4,NA,42.9,NA,0,NA,1.93603,0.76901,0.4072,3.11223,1.46327,0.75145,0.42186,2.66502,12/16/21,22,20,2,196,1,0,196,01/09/20,11,9,6,64,1,0,64,11/08/18,16,16,0,84,1,0,84,133.333,0,2,0,0,0,0,0,"621 BERRY HILL ROAD,SOUTH BOSTON,VA,24592",05/01/22
495319,75,50,38.8630166,-77.2649854,THE VIRGINIAN,9229 ARLINGTON BLVD,FAIRFAX,VA,22031,7033850555,288,Fairfax City,For profit - Corporation,81,Medicare and Medicaid,N,FFI VIRGINIAN SNF TENANT LLC,04/03/97,Y,NA,N,Y,N,Both,Yes,5,NA,3,NA,5,NA,4,NA,5,NA,4,NA,4,NA,NA,NA,2.7084,1.9623,0.77835,2.74065,5.44905,4.06474,0.18709,0.15994,18.6,NA,25,NA,0,NA,2.22473,0.72679,0.3654,3.31692,2.48702,1.9828,0.8017,5.18081,02/27/20,16,12,4,96,1,0,96,05/24/18,3,3,0,16,1,0,16,02/15/17,8,8,0,44,1,0,44,60.667,0,2,0,3,10418.6,0,3,"9229 ARLINGTON BLVD,FAIRFAX,VA,22031",05/01/22
