federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,role_played_by_owner_or_manager_in_facility,owner_type,owner_name,ownership_percentage,association_date,location,processing_date
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"COLUMBIA PACIFIC OPPORTUNITY FUND, L.P.",NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"CONSULATE EV ACQUISITION, LLC",NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CONSULATE EV OPERATIONS I LLC,NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"FC INVESTORS XXI, LLC",NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LAVIE CARE CENTERS, LLC",NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LAVIE HOLDCO, LLC",NO PERCENTAGE PROVIDED,since 12/01/2021,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LAVIE MORNING, LLC",NO PERCENTAGE PROVIDED,since 01/01/2021,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV INVESTMENT, LLC",NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 07/31/2014,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"MCP LAVIE, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SAY LA VIE, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,OPERATIONAL/MANAGERIAL CONTROL,Organization,"CONSULATE MANAGEMENT COMPANY III, LLC",NOT APPLICABLE,since 12/01/2021,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,OPERATIONAL/MANAGERIAL CONTROL,Individual,"QUINNAN, ANN",NOT APPLICABLE,since 12/01/2021,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,OPERATIONAL/MANAGERIAL CONTROL,Individual,"WALKER, JERON",NOT APPLICABLE,since 12/01/2021,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,OFFICER,Individual,"QUINNAN, ANN",NOT APPLICABLE,since 12/01/2021,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,OFFICER,Individual,"USSERY, KENNETH",NOT APPLICABLE,since 01/01/2009,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,OFFICER,Individual,"WALKER, JERON",NOT APPLICABLE,since 12/01/2021,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495203,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,MANAGING EMPLOYEE,Individual,"KOVACS, PAUL",NOT APPLICABLE,since 04/26/2022,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",8/1/22
495204,OLD DOMINION REHABILITATION AND NURSING,4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602,Ownership Data Not Available,,,,,"4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602",8/1/22
495205,AUGUST HEALTHCARE AT ILIFF,8000 ILIFF DRIVE,DUNN LORING,VA,22027,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,DUNN LORING VA OPCO LLC,NO PERCENTAGE PROVIDED,since 08/15/2019,"8000 ILIFF DRIVE,DUNN LORING,VA,22027",8/1/22
495205,AUGUST HEALTHCARE AT ILIFF,8000 ILIFF DRIVE,DUNN LORING,VA,22027,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"HYMAN, SIMCHA",NO PERCENTAGE PROVIDED,since 08/15/2019,"8000 ILIFF DRIVE,DUNN LORING,VA,22027",8/1/22
495205,AUGUST HEALTHCARE AT ILIFF,8000 ILIFF DRIVE,DUNN LORING,VA,22027,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ZANZIPER, NAFTALI",NO PERCENTAGE PROVIDED,since 08/15/2019,"8000 ILIFF DRIVE,DUNN LORING,VA,22027",8/1/22
495205,AUGUST HEALTHCARE AT ILIFF,8000 ILIFF DRIVE,DUNN LORING,VA,22027,OFFICER,Individual,"GORELICK, BATYA",NOT APPLICABLE,since 05/01/2021,"8000 ILIFF DRIVE,DUNN LORING,VA,22027",8/1/22
495205,AUGUST HEALTHCARE AT ILIFF,8000 ILIFF DRIVE,DUNN LORING,VA,22027,MANAGING EMPLOYEE,Individual,"BEYERS, ANDREW",NOT APPLICABLE,since 11/19/2019,"8000 ILIFF DRIVE,DUNN LORING,VA,22027",8/1/22
495206,NORTHERN CARDINAL REHABILITATION AND NURSING,4775 BRIDGE ROAD,SUFFOLK,VA,23435,Ownership Data Not Available,,,,,"4775 BRIDGE ROAD,SUFFOLK,VA,23435",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,FRANKLIN HOLDINGS I LLC,100%,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,AK 2003 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,AL 2003 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,AMERICA WEST LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHARLES 1994 & FAMILY LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHARLES 1994 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHARLES 1994 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,EDWARD 1998 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,EDWARD 1998 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,KSS 2000 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ML 2000 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,MRV WEST LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,REDROCK WEST LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAS 1998  FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAUL 2012 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAUL 2012 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,OPERATIONAL/MANAGERIAL CONTROL,Organization,RCZBM WEST MANAGER LLC,NOT APPLICABLE,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,OFFICER,Individual,"RAJCHENBACH, MOSHE",NOT APPLICABLE,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,OFFICER,Individual,"SPIEGEL, HINDY",NOT APPLICABLE,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,MANAGING EMPLOYEE,Individual,"STOVALL, BRIAN",NOT APPLICABLE,since 05/28/2021,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,RALEIGH COURT HOLDINGS I LLC,100%,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHARLES 1994 & FAMILY LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHARLES 1994 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHARLES 1994 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,EDWARD 1998 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,EDWARD 1998 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,KSS 2000 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ML 2000 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,REDROCK WEST LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAUL 2012 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAUL 2012 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,OPERATIONAL/MANAGERIAL CONTROL,Organization,RCZBM WEST MANAGER LLC,NOT APPLICABLE,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,OFFICER,Individual,"RAJCHENBACH, MOSHE",NOT APPLICABLE,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,OFFICER,Individual,"SPIEGEL, HINDY",NOT APPLICABLE,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495209,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,MANAGING EMPLOYEE,Individual,"CRAFT, DAVID",NOT APPLICABLE,since 05/28/2021,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,NORFOLK HOLDINGS I LLC,100%,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHARLES 1994 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,CHESAPEAKE EAST LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,EDWARD 1998 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,EK 2005 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FAY 2014 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FAY 2014 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LL 2013 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,MMS 2008 FAMILY TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,MZR EAST LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAUL 2012 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SILVERSTONE EAST LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SOL 2000 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SOL 2000 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,STEVENS 3920 & FAMILY LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,STEVENS 3920 FAMILY GRANTOR TRUST,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,STEVENS 3920 LLC,NO PERCENTAGE PROVIDED,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,OPERATIONAL/MANAGERIAL CONTROL,Organization,RYLBSS EAST MANAGER LLC,NOT APPLICABLE,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,OFFICER,Individual,"RAJCHENBACH, MOSHE",NOT APPLICABLE,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,MANAGING EMPLOYEE,Individual,"FIELDS, JOSEPH",NOT APPLICABLE,since 05/28/2021,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",8/1/22
495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"OMG LS LEASING CO., LLC",NO PERCENTAGE PROVIDED,since 03/01/2018,"8111 TISWELL DRIVE,ALEXANDRIA,VA,22306",8/1/22
495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,C R STOLTZ II LLC,NO PERCENTAGE PROVIDED,since 03/01/2018,"8111 TISWELL DRIVE,ALEXANDRIA,VA,22306",8/1/22
